0.000000	0.02854					
0.000004	1.333062					
0.000008	2.534567					
0.000012	3.542417					
0.000016	4.275943					
0.000020	4.682801					
0.000024	4.732069					
0.000028	4.418109					
0.000032	3.768141					
0.000036	2.825328					
0.000040	1.667446					
0.000044	0.382078					
0.000048	-0.933543					
0.000052	-2.183963					
0.000056	-3.267121					
0.000060	-4.112826					
0.000064	-4.642666					
0.000068	-4.826365					
0.000072	-4.642827					
0.000076	-4.110733					
0.000080	-3.266316					
0.000084	-2.178811					
0.000088	-0.928713					
0.000092	0.38723					
0.000096	1.675818					
0.000100	2.833539					
0.000104	3.769912					
0.000108	4.423261					
0.000112	4.732713					
0.000116	4.682962					
0.000120	4.272722					
0.000124	3.535333					
0.000128	2.527805					
0.000132	1.324851					
0.000136	0.020491					
0.000140	-1.282411					
0.000144	-2.497897					
0.000148	-3.526805					
0.000152	-4.288312					
0.000156	-4.73041					
0.000160	-4.813485					
0.000164	-4.529968					
0.000168	-3.909328					
0.000172	-2.989891					
0.000176	-1.851032					
0.000180	-0.568576					
0.000184	0.745437					
0.000188	2.008755					
0.000192	3.115608					
0.000196	3.981468					
0.000200	4.539507					
0.000204	4.755898					
0.000208	4.604553					
0.000212	4.100127					
0.000216	3.284013					
0.000220	2.213702					
0.000224	0.973886					
0.000228	-0.335622					
0.000232	-1.62822					
0.000236	-2.802334					
0.000240	-3.763627					
0.000244	-4.442064					
0.000248	-4.789335					
0.000252	-4.773074					
0.000256	-4.393282					
0.000260	-3.683291					
0.000264	-2.696884					
0.000268	-1.510213					
0.000272	-0.207312					
0.000276	1.09946					
0.000280	2.327043					
0.000284	3.378358					
0.000288	4.166943					
0.000292	4.634983					
0.000296	4.751551					
0.000300	4.498128					
0.000304	3.90628					
0.000308	3.014662					
0.000312	1.889296					
0.000316	0.618415					
0.000320	-0.695115					
0.000324	-1.963565					
0.000328	-3.08536					
0.000332	-3.980327					
0.000336	-4.57231					
0.000340	-4.818637					
0.000344	-4.704006					
0.000348	-4.229548					
0.000352	-3.43858					
0.000356	-2.388584					
0.000360	-1.162473					
0.000364	0.146547					
0.000368	1.450104					
0.000372	2.638249					
0.000376	3.620342					
0.000380	4.328269					
0.000384	4.702766					
0.000388	4.718867					
0.000392	4.37335					
0.000396	3.689894					
0.000400	0.012763					
		
