0.000000	-1.452901					
0.000004	-1.056057					
0.000008	-0.578558					
0.000012	-0.057912					
0.000016	0.467726					
0.000020	0.957787					
0.000024	1.375886					
0.000028	1.688375					
0.000032	1.874163					
0.000036	1.91747					
0.000040	1.815722					
0.000044	1.576162					
0.000048	1.216824					
0.000052	0.765884					
0.000056	0.257149					
0.000060	-0.270743					
0.000064	-0.777704					
0.000068	-1.22542					
0.000072	-1.579601					
0.000076	-1.813521					
0.000080	-1.909955					
0.000084	-1.861014					
0.000088	-1.670561					
0.000092	-1.353086					
0.000096	-0.932416					
0.000100	-0.440427					
0.000104	0.084405					
0.000108	0.60312					
0.000112	1.076277					
0.000116	1.46733					
0.000120	1.747299					
0.000124	1.894448					
0.000128	1.897829					
0.000132	1.756476					
0.000136	1.481981					
0.000140	1.094953					
0.000144	0.624854					
0.000148	0.107265					
0.000152	-0.418533					
0.000156	-0.912453					
0.000160	-1.337148					
0.000164	-1.660418					
0.000168	-1.857955					
0.000172	-1.914624					
0.000176	-1.825596					
0.000180	-1.597954					
0.000184	-1.249569					
0.000188	-0.805716					
0.000192	-0.300526					
0.000196	0.227526					
0.000200	0.737549					
0.000204	1.192031					
0.000208	1.555877					
0.000212	1.801876					
0.000216	1.910226					
0.000220	1.873841					
0.000224	1.694493					
0.000228	1.387155					
0.000232	0.974047					
0.000236	0.487528					
0.000240	-0.0365					
0.000244	-0.557307					
0.000248	-1.036095					
0.000252	-1.435836					
0.000256	-1.727069					
0.000260	-1.886933					
0.000264	-1.903354					
0.000268	-1.775849					
0.000272	-1.513272					
0.000276	-1.135426					
0.000280	-0.67145					
0.000284	-0.1566					
0.000288	0.370648					
0.000292	0.869563					
0.000296	1.302312					
0.000300	1.636213					
0.000304	1.845667					
0.000308	1.915055					
0.000312	1.838905					
0.000316	1.623333					
0.000320	1.283798					
0.000324	0.847185					
0.000328	0.346982					
0.000332	-0.180265					
0.000336	-0.693988					
0.000340	-1.154423					
0.000344	-1.527923					
0.000348	-1.784221					
0.000352	-1.906413					
0.000356	-1.88323					
0.000360	-1.716926					
0.000364	-1.420541					
0.000368	-1.016454					
0.000372	-0.534285					
0.000376	-0.01219					
0.000380	0.510711					
0.000384	0.994654					
0.000388	1.403899					
0.000392	1.706084					
0.000396	1.878349					
0.000400	-1.457086					
