0.000000	2.11485							
0.000004	2.816312							
0.000008	3.309451							
0.000012	3.547569							
0.000016	3.520038							
0.000020	3.221706							
0.000024	2.683489							
0.000028	1.936629							
0.000032	1.038444							
0.000036	0.062671							
0.000040	-0.916156							
0.000044	-1.817224							
0.000048	-2.586926							
0.000052	-3.161349							
0.000056	-3.495733							
0.000060	-3.56818							
0.000064	-3.366615							
0.000068	-2.911487							
0.000072	-2.233065							
0.000076	-1.377718							
0.000080	-0.425455							
0.000084	0.563355							
0.000088	1.502588							
0.000092	2.323501							
0.000096	2.976344							
0.000100	3.402991							
0.000104	3.570914							
0.000108	3.468679							
0.000112	3.102567							
0.000116	2.496572							
0.000120	1.701577							
0.000124	0.777797							
0.000128	-0.207312							
0.000132	-1.173903							
0.000136	-2.044383							
0.000140	-2.765306							
0.000144	-3.277586							
0.000148	-3.544192							
0.000152	-3.539684							
0.000156	-3.267121							
0.000160	-2.743089							
0.000164	-2.012829							
0.000168	-1.12464							
0.000172	-0.154668							
0.000176	0.827222							
0.000180	1.737317							
0.000184	2.522653							
0.000188	3.118184							
0.000192	3.474958							
0.000196	3.571236							
0.000200	3.393653							
0.000204	2.957507							
0.000208	2.297098							
0.000212	1.461374							
0.000216	0.512804							
0.000220	-0.474396							
0.000224	-1.422795							
0.000228	-2.258341							
0.000232	-2.927748							
0.000236	-3.375148							
0.000240	-3.568502							
0.000244	-3.490098							
0.000248	-3.147986							
0.000252	-2.564387							
0.000256	-1.783416							
0.000260	-0.864478							
0.000264	0.116764							
0.000268	1.087064							
0.000272	1.970116							
0.000276	2.706351							
0.000280	3.241992							
0.000284	3.529859							
0.000288	3.547891							
0.000292	3.298664							
0.000296	2.800051							
0.000300	2.086032							
0.000304	1.21119							
0.000308	0.244752							
0.000312	-0.741803							
0.000316	-1.665731							
0.000320	-2.46103							
0.000324	-3.073124							
0.000328	-3.455645							
0.000332	-3.575425							
0.000336	-3.424251							
0.000340	-3.011625							
0.000344	-2.368782							
0.000348	-1.539675							
0.000352	-0.602545							
0.000356	0.387069							
0.000360	1.34095							
0.000364	2.187942							
0.000368	2.873466							
0.000372	3.344226							
0.000376	3.558839							
0.000380	3.506353							
0.000384	3.187252							
0.000388	2.62231							
0.000392	1.858385							
0.000396	0.951991							
0.000400	2.102776							
					
