0.000000	-1.455637						
0.000004	-1.193383						
0.000008	-0.844676						
0.000012	-0.43431						
0.000016	0.004875						
0.000020	0.441484						
0.000024	0.83994						
0.000028	1.173195						
0.000032	1.413397						
0.000036	1.544285						
0.000040	1.555072						
0.000044	1.445435						
0.000048	1.222781						
0.000052	0.905303						
0.000056	0.516024						
0.000060	0.086014						
0.000064	-0.353975						
0.000068	-0.769171						
0.000072	-1.129147						
0.000076	-1.405086						
0.000080	-1.577669						
0.000084	-1.632084						
0.000088	-1.56479						
0.000092	-1.380455						
0.000096	-1.094534						
0.000100	-0.72667						
0.000104	-0.307288						
0.000108	0.13399						
0.000112	0.56255						
0.000116	0.945712						
0.000120	1.254336						
0.000124	1.466525						
0.000128	1.563444						
0.000132	1.541226						
0.000136	1.398425						
0.000140	1.148402						
0.000144	0.807259						
0.000148	0.404456						
0.000152	-0.032314						
0.000156	-0.469084						
0.000160	-0.873011						
0.000164	-1.211575						
0.000168	-1.46256						
0.000172	-1.602944						
0.000176	-1.624678						
0.000180	-1.523898						
0.000184	-1.311067						
0.000188	-0.999711						
0.000192	-0.615425						
0.000196	-0.186222						
0.000200	0.25409						
0.000204	0.674118						
0.000208	1.038444						
0.000212	1.323563						
0.000216	1.504359						
0.000220	1.570527						
0.000224	1.514019						
0.000228	1.340628						
0.000232	1.062915						
0.000236	0.702935						
0.000240	0.286288						
0.000244	-0.152897						
0.000248	-0.584353						
0.000252	-0.972181						
0.000256	-1.29046						
0.000260	-1.511501						
0.000264	-1.621458						
0.000268	-1.60874						
0.000272	-1.477049						
0.000276	-1.234597						
0.000280	-0.901023						
0.000284	-0.50096						
0.000288	-0.066123						
0.000292	0.372419						
0.000296	0.77989						
0.000300	1.125863						
0.000304	1.383131						
0.000308	1.53527						
0.000312	1.566986						
0.000316	1.478278						
0.000320	1.274299						
0.000324	0.972276						
0.000328	0.5933						
0.000332	0.16812						
0.000336	-0.273157						
0.000340	-0.694954						
0.000344	-1.067971						
0.000348	-1.360975						
0.000352	-1.55352						
0.000356	-1.629186						
0.000360	-1.584752						
0.000364	-1.42038						
0.000368	-1.151686						
0.000372	-0.797023						
0.000376	-0.384724						
0.000380	0.054943						
0.000384	0.487528						
0.000388	0.881637						
0.000392	1.205233						
0.000396	1.43642						
0.000400	-1.458052						
	
