0.00000	-1.263414				
0.00002	-0.345925				
0.00004	0.593139				
0.00006	1.492767				
0.00008	2.297098				
0.00010	2.956541				
0.00012	3.428912				
0.00014	3.685064				
0.00016	3.705994				
0.00018	3.491863				
0.00020	3.056038				
0.00022	2.425572				
0.00024	1.641848				
0.00026	0.754453				
0.00028	-0.181714				
0.00030	-1.108058				
0.00032	-1.967912				
0.00034	-2.707509				
0.00036	-3.279518				
0.00038	-3.647872				
0.00040	-3.787294				
0.00042	-3.688282				
0.00044	-3.358405				
0.00046	-2.819882				
0.00048	-2.106043				
0.00050	-1.264219				
0.00052	-0.34673				
0.00054	0.592978				
0.00056	1.492284				
0.00058	2.296937				
0.00060	2.956863				
0.00062	3.429234				
0.00064	3.685869				
0.00066	3.706477				
0.00068	3.492507				
0.00070	3.057165				
0.00072	2.426216				
0.00074	1.642492				
0.00076	0.75558				
0.00078	-0.180748				
0.00080	-1.108058				
0.00082	-1.967912				
0.00084	-2.707187				
0.00086	-3.279518				
0.00088	-3.64755				
0.00090	-3.787133				
0.00092	-3.688282				
0.00094	-3.359049				
0.00096	-2.820526				
0.00098	-2.106687				
0.00100	-1.264863				
0.00102	-0.347213				
0.00104	0.592012				
0.00106	1.491479				
0.00108	2.295971				
0.00110	2.95638				
0.00112	3.429234				
0.00114	3.685386				
0.00116	3.706638				
0.00118	3.49299				
0.00120	3.057165				
0.00122	2.427182				
0.00124	1.642653				
0.00126	0.755902				
0.00128	-0.180426				
0.00130	-1.107253				
0.00132	-1.96759				
0.00134	-2.706865				
0.00136	-3.278391				
0.00138	-3.647228				
0.00140	-3.787616				
0.00142	-3.688443				
0.00144	-3.358727				
0.00146	-2.82117				
0.00148	-2.107492				
0.00150	-1.265185				
0.00152	-0.347696				
0.00154	0.591368				
0.00156	1.491318				
0.00158	2.295971				
0.00160	2.955897				
0.00162	3.428429				
0.00164	3.685064				
0.00166	3.706477				
0.00168	3.49299				
0.00170	3.057487				
0.00172	2.427343				
0.00174	1.64378				
0.00176	0.755741				
0.00178	-0.17946				
0.00180	-1.106448				
0.00182	-1.966785				
0.00184	-2.706704				
0.00186	-3.278874				
0.00188	-3.647389				
0.00190	-3.786972				
0.00192	-3.689248				
0.00194	-3.359693				
0.00196	-2.821814				
0.00198	-2.107975				
0.00200	-1.260355				
0.00202	-0.343833				
0.00204	0.596037				
0.00206	1.495021				
0.00208	2.299995				
0.00210	2.958312				
0.00212	3.431166				
0.00214	3.685386				
0.00216	3.706316				
0.00218	3.490897				
0.00220	3.055233				
0.00222	2.424284				
0.00224	1.640399				
0.00226	0.75236				
0.00228	-0.183324				
0.00230	-1.110633				
0.00232	-1.970166				
0.00234	-2.709602				
0.00236	-3.279679				
0.00238	-3.648516				
0.00240	-3.787294				
0.00242	-3.688282				
0.00244	-3.357439				
0.00246	-2.818433				
0.00248	-2.104433				
0.00250	-1.261804				
0.00252	-0.343833				
0.00254	0.595071				
0.00256	1.49486				
0.00258	2.298707				
0.00260	2.958795				
	
