0.00000	1.313903						
0.00002	1.35383						
0.00004	1.306337						
0.00006	1.178186						
0.00008	0.980004						
0.00010	0.709536						
0.00012	0.396567						
0.00014	0.05768						
0.00016	-0.27847						
0.00018	-0.597072						
0.00020	-0.881221						
0.00022	-1.108541						
0.00024	-1.265829						
0.00026	-1.346002						
0.00028	-1.341978						
0.00030	-1.252789						
0.00032	-1.082943						
0.00034	-0.848701						
0.00036	-0.552799						
0.00038	-0.223733						
0.00040	0.114993						
0.00042	0.446797						
0.00044	0.738515						
0.00046	0.996908						
0.00048	1.19187						
0.00050	1.308752						
0.00052	1.351576						
0.00054	1.304727						
0.00056	1.177864						
0.00058	0.981614						
0.00060	0.710985						
0.00062	0.396889						
0.00064	0.05768						
0.00066	-0.278953						
0.00068	-0.59675						
0.00070	-0.880255						
0.00072	-1.108219						
0.00074	-1.264702						
0.00076	-1.343749						
0.00078	-1.343105						
0.00080	-1.252145						
0.00082	-1.082782						
0.00084	-0.846447						
0.00086	-0.551511						
0.00088	-0.223572						
0.00090	0.111934						
0.00092	0.443094						
0.00094	0.739481						
0.00096	0.996586						
0.00098	1.191387						
0.00100	1.308913						
0.00102	1.351576						
0.00104	1.305854						
0.00106	1.177542						
0.00108	0.980004						
0.00110	0.710824						
0.00112	0.394636						
0.00114	0.059773						
0.00116	-0.281046						
0.00118	-0.597072						
0.00120	-0.880255						
0.00122	-1.108058						
0.00124	-1.263736						
0.00126	-1.34568						
0.00128	-1.343105						
0.00130	-1.253433						
0.00132	-1.084714						
0.00134	-0.849023						
0.00136	-0.55296						
0.00138	-0.223894						
0.00140	0.114671						
0.00142	0.444221						
0.00144	0.740125						
0.00146	0.996908						
0.00148	1.190744						
0.00150	1.309396						
0.00152	1.35061						
0.00154	1.30521						
0.00156	1.177703						
0.00158	0.978555						
0.00160	0.709858						
0.00162	0.396728						
0.00164	0.058163						
0.00166	-0.280885						
0.00168	-0.598038						
0.00170	-0.882831						
0.00172	-1.107575						
0.00174	-1.263092						
0.00176	-1.34568						
0.00178	-1.342944						
0.00180	-1.253272						
0.00182	-1.08407						
0.00184	-0.847896						
0.00186	-0.553121						
0.00188	-0.223089						
0.00190	0.113866						
0.00192	0.444704						
0.00194	0.741252						
0.00196	0.99723						
0.00198	1.191548						
0.00200	1.317284						
0.00202	1.355279						
0.00204	1.307142						
0.00206	1.178025						
0.00208	0.982258						
0.00210	0.711468						
0.00212	0.395763						
0.00214	0.056392						
0.00216	-0.28008						
0.00218	-0.596267						
0.00220	-0.880416						
0.00222	-1.11015						
0.00224	-1.264541						
0.00226	-1.347612						
0.00228	-1.343105						
0.00230	-1.25295						
0.00232	-1.086646						
0.00234	-0.850311						
0.00236	-0.551833						
0.00238	-0.222606						
0.00240	0.116764						
0.00242	0.445992						
0.00244	0.73932						
0.00246	0.997713						
0.00248	1.188329						
0.00250	1.309879						
0.00252	1.352059						
0.00254	1.304888						
0.00256	1.177864						
0.00258	0.981292						
0.00260	0.710824						
				

