
0.00000	-0.024587								
0.00002	1.17239								
0.00004	2.289853								
0.00006	3.260346								
0.00008	4.019465								
0.00010	4.53049								
0.00012	4.750907								
0.00014	4.675234								
0.00016	4.302991								
0.00018	3.653186								
0.00020	2.776385								
0.00022	1.717193								
0.00024	0.554179								
0.00026	-0.645691								
0.00028	-1.81336								
0.00030	-2.863511								
0.00032	-3.735131								
0.00034	-4.386359								
0.00036	-4.749569								
0.00038	-4.821052								
0.00040	-4.593401								
0.00042	-4.078856								
0.00044	-3.307853								
0.00046	-2.331753								
0.00048	-1.214795								
0.00050	-0.024104								
0.00052	1.171424								
0.00054	2.288404								
0.00056	3.25938								
0.00058	4.020753								
0.00060	4.530329								
0.00062	4.751068								
0.00064	4.674912								
0.00066	4.304923								
0.00068	3.652059								
0.00070	2.777029								
0.00072	1.718642								
0.00074	0.552569								
0.00076	-0.644886								
0.00078	-1.811589								
0.00080	-2.862706								
0.00082	-3.735292								
0.00084	-4.382817								
0.00086	-4.74812								
0.00088	-4.821696								
0.00090	-4.595011								
0.00092	-4.079822								
0.00094	-3.310429								
0.00096	-2.332719								
0.00098	-1.215439								
0.00100	-0.024587								
0.00102	1.169492								
0.00104	2.286794								
0.00106	3.257609								
0.00108	4.018338								
0.00110	4.53049								
0.00112	4.752356								
0.00114	4.673463								
0.00116	4.304279								
0.00118	3.650449								
0.00120	2.778156								
0.00122	1.718803								
0.00124	0.551442								
0.00126	-0.643759								
0.00128	-1.810784								
0.00130	-2.862706								
0.00132	-3.735936								
0.00134	-4.3833								
0.00136	-4.748281								
0.00138	-4.822018								
0.00140	-4.592918								
0.00142	-4.076924								
0.00144	-3.308497								
0.00146	-2.334329								
0.00148	-1.217371								
0.00150	-0.025553								
0.00152	1.169653								
0.00154	2.285989								
0.00156	3.257126								
0.00158	4.018338								
0.00160	4.527753								
0.00162	4.749941								
0.00164	4.674751								
0.00166	4.303796								
0.00168	3.652381								
0.00170	2.777029								
0.00172	1.720896								
0.00174	0.554179								
0.00176	-0.642954								
0.00178	-1.808852								
0.00180	-2.862545								
0.00182	-3.734326								
0.00184	-4.38491								
0.00186	-4.748281								
0.00188	-4.822018								
0.00190	-4.593079								
0.00192	-4.078212								
0.00194	-3.308658								
0.00196	-2.33449								
0.00198	-1.218497								
0.00200	-0.01702								
0.00202	1.175288								
0.00204	2.291624								
0.00206	3.261956								
0.00208	4.023007								
0.00210	4.53371								
0.00212	4.750907								
0.00214	4.674429								
0.00216	4.302186								
0.00218	3.649161								
0.00220	2.772843								
0.00222	1.716388								
0.00224	0.549027								
0.00226	-0.649233								
0.00228	-1.815131								
0.00230	-2.867697								
0.00232	-3.736902								
0.00234	-4.380885								
0.00236	-4.747476								
0.00238	-4.821696								
0.00240	-4.595655								
0.00242	-4.080466								
0.00244	-3.30254								
0.00246	-2.329339								
0.00248	-1.210126								
0.00250	-0.019596								
0.00252	1.175127								
0.00254	2.289048								
0.00256	3.261795								
0.00258	4.023973								
0.00260	4.532261								
				
