0.00000	1.695459					
0.00002	1.761628					
0.00004	1.717837					
0.00006	1.565859					
0.00008	1.316157					
0.00010	0.983868					
0.00012	0.588953					
0.00014	0.153309					
0.00016	-0.291993					
0.00018	-0.715722					
0.00020	-1.0889					
0.00022	-1.392529					
0.00024	-1.609384					
0.00026	-1.726425					
0.00028	-1.74027					
0.00030	-1.646895					
0.00032	-1.451613					
0.00034	-1.167946					
0.00036	-0.807326					
0.00038	-0.391325					
0.00040	0.056714					
0.00042	0.501373					
0.00044	0.90965					
0.00046	1.256429					
0.00048	1.524161					
0.00050	1.695137					
0.00052	1.760984					
0.00054	1.717032					
0.00056	1.56602					
0.00058	1.316479					
0.00060	0.985155					
0.00062	0.589114					
0.00064	0.153792					
0.00066	-0.292154					
0.00068	-0.715561					
0.00070	-1.0889					
0.00072	-1.392046					
0.00074	-1.609223					
0.00076	-1.726264					
0.00078	-1.74027					
0.00080	-1.647056					
0.00082	-1.452901					
0.00084	-1.167946					
0.00086	-0.807809					
0.00088	-0.390842					
0.00090	0.056714					
0.00092	0.501373					
0.00094	0.90965					
0.00096	1.256912					
0.00098	1.523517					
0.00100	1.695137					
0.00102	1.760823					
0.00104	1.717193					
0.00106	1.565376					
0.00108	1.317123					
0.00110	0.984672					
0.00112	0.59008					
0.00114	0.153953					
0.00116	-0.291832					
0.00118	-0.715883					
0.00120	-1.088578					
0.00122	-1.392207					
0.00124	-1.60874					
0.00126	-1.727391					
0.00128	-1.740753					
0.00130	-1.647056					
0.00132	-1.452257					
0.00134	-1.168912					
0.00136	-0.808131					
0.00138	-0.392291					
0.00140	0.05607					
0.00142	0.50089					
0.00144	0.90965					
0.00146	1.256429					
0.00148	1.524					
0.00150	1.694654					
0.00152	1.761145					
0.00154	1.717354					
0.00156	1.566181					
0.00158	1.31664					
0.00160	0.985316					
0.00162	0.589758					
0.00164	0.154436					
0.00166	-0.291671					
0.00168	-0.715078					
0.00170	-1.088256					
0.00172	-1.391885					
0.00174	-1.609062					
0.00176	-1.726747					
0.00178	-1.740753					
0.00180	-1.647217					
0.00182	-1.452579					
0.00184	-1.168429					
0.00186	-0.808131					
0.00188	-0.391647					
0.00190	0.055104					
0.00192	0.500568					
0.00194	0.908845					
0.00196	1.256268					
0.00198	1.523517					
0.00200	1.695298					
0.00202	1.76195					
0.00204	1.717515					
0.00206	1.565698					
0.00208	1.315835					
0.00210	0.983385					
0.00212	0.587987					
0.00214	0.152343					
0.00216	-0.293764					
0.00218	-0.71701					
0.00220	-1.089866					
0.00222	-1.39269					
0.00224	-1.609545					
0.00226	-1.726586					
0.00228	-1.74027					
0.00230	-1.646412					
0.00232	-1.452257					
0.00234	-1.166819					
0.00236	-0.806521					
0.00238	-0.389876					
0.00240	0.057519					
0.00242	0.502822					
0.00244	0.910616					
0.00246	1.258361					
0.00248	1.524805					
0.00250	1.695459					
0.00252	1.761467					
0.00254	1.716871					
0.00256	1.565537					
0.00258	1.315996					
0.00260	0.983224					
			
