0.000	2.11485
0.004	2.816312
0.008	3.309451
0.012	3.547569
0.016	3.520038
0.020	3.221706
0.024	2.683489
0.028	1.936629
0.032	1.038444
0.036	0.062671
0.040	-0.916156
0.044	-1.817224
0.048	-2.586926
0.052	-3.161349
0.056	-3.495733
0.060	-3.56818
0.064	-3.366615
0.068	-2.911487
0.072	-2.233065
0.076	-1.377718
0.080	-0.425455
0.084	0.563355
0.088	1.502588
0.092	2.323501
0.096	2.976344
0.100	3.402991
0.104	3.570914
0.108	3.468679
0.112	3.102567
0.116	2.496572
0.120	1.701577
0.124	0.777797
0.128	-0.207312
0.132	-1.173903
0.136	-2.044383
0.140	-2.765306
0.144	-3.277586
0.148	-3.544192
0.152	-3.539684
0.156	-3.267121
0.160	-2.743089
0.164	-2.012829
0.168	-1.12464
0.172	-0.154668
0.176	0.827222
0.180	1.737317
0.184	2.522653
0.188	3.118184
0.192	3.474958
0.196	3.571236
0.200	3.393653
0.204	2.957507
0.208	2.297098
0.212	1.461374
0.216	0.512804
0.220	-0.474396
0.224	-1.422795
0.228	-2.258341
0.232	-2.927748
0.236	-3.375148
0.240	-3.568502
0.244	-3.490098
0.248	-3.147986
0.252	-2.564387
0.256	-1.783416
0.260	-0.864478
0.264	0.116764
0.268	1.087064
0.272	1.970116
0.276	2.706351
0.280	3.241992
0.284	3.529859
0.288	3.547891
0.292	3.298664
0.296	2.800051
0.300	2.086032
0.304	1.21119
0.308	0.244752
0.312	-0.741803
0.316	-1.665731
0.320	-2.46103
0.324	-3.073124
0.328	-3.455645
0.332	-3.575425
0.336	-3.424251
0.340	-3.011625
0.344	-2.368782
0.348	-1.539675
0.352	-0.602545
0.356	0.387069
0.360	1.34095
0.364	2.187942
0.368	2.873466
0.372	3.344226
0.376	3.558839
0.380	3.506353
0.384	3.187252
0.388	2.62231


