1999.916607	6.535515
1999.989632	6.557416
2100.039391	6.833358
2199.963417	6.869466
2300.04808	6.92098
2400.008605	6.885055
2449.968231	6.880393
2550.005943	6.914188
2650.106898	6.89565
2750.092515	6.935599
2850.075336	6.942045
2950.061479	6.955347
3050.032621	6.920298
3100.018177	6.924657
3200.048092	6.958583
3300.082361	6.934954
3400.021157	6.951951
3499.824483	6.980291
3599.979592	6.943762
3699.996539	7.007704
3800.016995	6.950607
3900.103271	6.940661
3949.963449	6.965428
4049.874368	7.008212
4149.882657	7.009733
4250.00233	7.056494
4350.035439	6.992809
4450.041784	7.066663
4550.009402	7.072527
4649.922496	6.999301
4749.925682	7.077909
4850.00559	7.093589
4950.057333	7.023263
5000.113876	7.065415
5099.925157	7.07312
5200.001128	7.070625
5300.037656	7.096742
5399.993613	7.057858
5500.063235	7.107807
5600.130285	7.077332
5700.178445	7.107875
5800.107803	7.066066
5899.886382	7.113803
6000.012801	7.156922
6099.998606	7.081439
6200.135772	7.173781
6300.065949	7.148928
6400.063523	7.14644
6500.134303	7.131562
6599.987028	7.133317
6699.99466	7.114762
6800.028365	7.140083
6900.049154	7.229089
7000.038519	7.167428
7100.159049	7.109322
7200.154703	7.206366
7300.157304	7.181393
7400.002916	7.179219
7499.971956	7.192261
7599.995002	7.208012
7700.042845	7.241342
7800.085216	7.221394
7900.000495	7.205641
8000.057504	7.320505
8150.071618	7.247148
8249.996739	7.267659
8350.10311	7.286391
8499.964241	7.291033
8599.998933	7.234254
8700.12192	7.317395
8800.098382	7.366109
8900.130629	7.356325
8999.941145	7.256376
9099.960382	7.379416
9250.200462	7.281224
9350.00158	7.381297
9450.018691	7.29932
9550.078528	7.312885
9650.021686	7.386907
9800.005758	7.336949
9899.997869	7.298029
10050.24606	7.346693
10149.89538	7.469017
10250.04823	7.4596
10400.09063	7.369813
10499.94178	7.34683
10650.11334	7.523687
10750.12632	7.517934
10849.9461	7.345613
11000.00638	7.430201
